,cryptodate,Open,High,Low,Close,Volume,Dividends,Stock Splits,crypto_ticker
1965,2020-05-19,9727.0634765625,9836.0478515625,9539.6240234375,9729.0380859375,39254288955,0,0,BTC
1966,2020-05-20,9725.3291015625,9804.7939453125,9447.201171875,9522.9814453125,36546239703,0,0,BTC
1967,2020-05-21,9522.740234375,9555.2421875,8869.9306640625,9081.76171875,39326160532,0,0,BTC
1968,2020-05-22,9080.3349609375,9232.9365234375,9008.638671875,9182.5771484375,29810773699,0,0,BTC
1969,2020-05-23,9185.0625,9302.501953125,9118.1083984375,9209.287109375,27727866812,0,0,BTC
1970,2020-05-24,9212.283203125,9288.404296875,8787.2509765625,8790.3681640625,32518803300,0,0,BTC
1971,2020-05-25,8786.107421875,8951.005859375,8719.66796875,8906.9345703125,31288157264,0,0,BTC
1972,2020-05-26,8909.5859375,8991.9677734375,8757.2939453125,8835.052734375,29584186947,0,0,BTC
1973,2020-05-27,8837.380859375,9203.3203125,8834.1572265625,9181.017578125,32740536902,0,0,BTC
1974,2020-05-28,9184.9453125,9546.3193359375,9148.45703125,9525.7509765625,34367073114,0,0,BTC
1975,2020-05-29,9528.35546875,9573.6669921875,9379.3388671875,9439.1240234375,32896642044,0,0,BTC
1976,2020-05-30,9438.9140625,9704.0302734375,9366.7294921875,9700.4140625,32722975141,0,0,BTC
1977,2020-05-31,9700.10546875,9700.34375,9432.296875,9461.05859375,27773290299,0,0,BTC
1978,2020-06-01,9463.60546875,10199.5654296875,9450.8994140625,10167.2685546875,35198901068,0,0,BTC
1979,2020-06-02,10162.9736328125,10182.3408203125,9460.5712890625,9529.8037109375,39137252109,0,0,BTC
1980,2020-06-03,9533.7607421875,9682.859375,9471.8466796875,9656.7177734375,25007459262,0,0,BTC
1981,2020-06-04,9655.8544921875,9887.6103515625,9525.2470703125,9800.63671875,25921805072,0,0,BTC
1982,2020-06-05,9800.2158203125,9869.2373046875,9663.216796875,9665.533203125,23509628646,0,0,BTC
1983,2020-06-06,9664.904296875,9773.431640625,9591.0244140625,9653.6796875,20438419222,0,0,BTC
1984,2020-06-07,9653.0029296875,9768.498046875,9458.150390625,9758.8525390625,25015250846,0,0,BTC
1985,2020-06-08,9760.0634765625,9782.306640625,9675.8857421875,9771.4892578125,21486346312,0,0,BTC
1986,2020-06-09,9774.3603515625,9836.369140625,9664.7197265625,9795.7001953125,23717842783,0,0,BTC
1987,2020-06-10,9794.119140625,9908.896484375,9728.291015625,9870.0947265625,25706567601,0,0,BTC
1988,2020-06-11,9870.078125,9938.2978515625,9263.0693359375,9321.78125,30247143440,0,0,BTC
1989,2020-06-12,9320.6904296875,9540.4658203125,9285.8515625,9480.84375,22610564515,0,0,BTC
1990,2020-06-13,9480.7353515625,9493.2119140625,9396.009765625,9475.27734375,17564322315,0,0,BTC
1991,2020-06-14,9477.5537109375,9482.2705078125,9347.59375,9386.7880859375,18991732746,0,0,BTC
1992,2020-06-15,9386.03515625,9504.8603515625,8990.17578125,9450.7021484375,26699704768,0,0,BTC
1993,2020-06-16,9454.2666015625,9579.4306640625,9400.4453125,9538.0244140625,21565537209,0,0,BTC
1994,2020-06-17,9533.7841796875,9540.4228515625,9327.33984375,9480.2548828125,20177709879,0,0,BTC
1995,2020-06-18,9481.5673828125,9482.7822265625,9328.3955078125,9411.8408203125,17770083003,0,0,BTC
1996,2020-06-19,9410.2939453125,9440.8759765625,9274.2958984375,9288.0185546875,19632223107,0,0,BTC
1997,2020-06-20,9290.9599609375,9394.9716796875,9247.3798828125,9332.3408203125,17130541557,0,0,BTC
1998,2020-06-21,9330.9267578125,9401.107421875,9300.4306640625,9303.6298828125,15324301169,0,0,BTC
1999,2020-06-22,9300.9150390625,9655.0732421875,9296.8720703125,9648.7177734375,21104009514,0,0,BTC
2000,2020-06-23,9644.076171875,9670.541015625,9547.2470703125,9629.658203125,17006433272,0,0,BTC
2001,2020-06-24,9632.1494140625,9680.3671875,9278.2333984375,9313.6103515625,18961716076,0,0,BTC
2002,2020-06-25,9314.126953125,9340.1611328125,9095.32421875,9264.8134765625,18616048626,0,0,BTC
2003,2020-06-26,9260.9951171875,9310.5166015625,9101.73828125,9162.91796875,18341465837,0,0,BTC
2004,2020-06-27,9167.82421875,9207.810546875,8998.216796875,9045.390625,17273093144,0,0,BTC
2005,2020-06-28,9048.4609375,9197.546875,8975.525390625,9143.58203125,14560870760,0,0,BTC
2006,2020-06-29,9140.029296875,9237.5732421875,9041.8759765625,9190.8544921875,16460547078,0,0,BTC
2007,2020-06-30,9185.5810546875,9217.8359375,9084.837890625,9137.9931640625,15735797744,0,0,BTC
2008,2020-07-01,9145.9853515625,9309.7548828125,9104.7353515625,9228.3251953125,15971550355,0,0,BTC
2009,2020-07-02,9231.1396484375,9274.962890625,9036.623046875,9123.41015625,16338916796,0,0,BTC
2010,2020-07-03,9124.8427734375,9202.3447265625,9058.794921875,9087.3037109375,13078970999,0,0,BTC
2011,2020-07-04,9084.2333984375,9183.2958984375,9053.6298828125,9132.48828125,12290528515,0,0,BTC
2012,2020-07-05,9126.0908203125,9162.18359375,8977.015625,9073.9423828125,12903406143,0,0,BTC
2013,2020-07-06,9072.849609375,9375.474609375,9058.6640625,9375.474609375,17889263252,0,0,BTC
2014,2020-07-07,9349.1611328125,9360.6171875,9201.8154296875,9252.27734375,13839652595,0,0,BTC
2015,2020-07-08,9253.0205078125,9450.3359375,9249.5,9428.3330078125,19702359883,0,0,BTC
2016,2020-07-09,9427.994140625,9431.37890625,9234.9990234375,9277.9677734375,18000702524,0,0,BTC
2017,2020-07-10,9273.357421875,9287.4716796875,9118.001953125,9278.8076171875,16860035605,0,0,BTC
2018,2020-07-11,9277.51171875,9293.5322265625,9199.4853515625,9240.3466796875,13249910444,0,0,BTC
2019,2020-07-12,9241.0546875,9319.4189453125,9197.4501953125,9276.5,14452361907,0,0,BTC
2020,2020-07-13,9277.205078125,9306.4052734375,9224.29296875,9243.6142578125,17519821266,0,0,BTC
2021,2020-07-14,9238.703125,9283.841796875,9171.6611328125,9243.2138671875,18085038362,0,0,BTC
2022,2020-07-15,9241.8974609375,9275.3251953125,9171.93359375,9192.8369140625,15844731575,0,0,BTC
2023,2020-07-16,9191.98046875,9214.3125,9088.947265625,9132.2275390625,15713967523,0,0,BTC
2024,2020-07-17,9131.8125,9182.25390625,9089.2021484375,9151.392578125,13944570749,0,0,BTC
2025,2020-07-18,9151.18359375,9230.9833984375,9100.82421875,9159.0400390625,12252601475,0,0,BTC
2026,2020-07-19,9158.005859375,9201.3984375,9097.6328125,9185.8173828125,12939002784,0,0,BTC
2027,2020-07-20,9187.220703125,9214.2705078125,9137.509765625,9164.2314453125,13755604146,0,0,BTC
2028,2020-07-21,9162.5146484375,9407.2626953125,9149.3896484375,9374.8876953125,18069581956,0,0,BTC
2029,2020-07-22,9375.080078125,9530.5185546875,9319.6533203125,9525.36328125,16532254884,0,0,BTC
2030,2020-07-23,9527.1416015625,9610.2470703125,9483.00390625,9581.072265625,18146399002,0,0,BTC
2031,2020-07-24,9585.5146484375,9623.3369140625,9481.4541015625,9536.892578125,16552768325,0,0,BTC
2032,2020-07-25,9539.4853515625,9704.556640625,9530.2119140625,9677.11328125,16610070933,0,0,BTC
2033,2020-07-26,9680.234375,10023.8076171875,9652.84765625,9905.1669921875,20507998997,0,0,BTC
2034,2020-07-27,9905.2177734375,11298.2216796875,9903.9697265625,10990.873046875,35359749590,0,0,BTC
2035,2020-07-28,11017.4638671875,11204.3271484375,10632.6318359375,10912.8232421875,28766551142,0,0,BTC
2036,2020-07-29,10912.953125,11304.3974609375,10856.1416015625,11100.4677734375,24617249715,0,0,BTC
2037,2020-07-30,11099.8330078125,11169.3564453125,10895.455078125,11111.2138671875,22857247901,0,0,BTC
2038,2020-07-31,11110.2109375,11415.8642578125,10987.0537109375,11323.466796875,23160469766,0,0,BTC
2039,2020-08-01,11322.5703125,11794.775390625,11239.6826171875,11759.5927734375,26075670303,0,0,BTC
2040,2020-08-02,11758.7646484375,12034.14453125,11018.1298828125,11053.6142578125,27410067336,0,0,BTC
2041,2020-08-03,11043.7685546875,11453.0791015625,11012.4150390625,11246.3486328125,20271713443,0,0,BTC
2042,2020-08-04,11246.203125,11385.3818359375,11094.1455078125,11205.892578125,21250197042,0,0,BTC
2043,2020-08-05,11203.8232421875,11786.6171875,11158.28515625,11747.0224609375,24411254471,0,0,BTC
2044,2020-08-06,11749.87109375,11902.3359375,11598.7138671875,11779.7734375,23400740340,0,0,BTC
2045,2020-08-07,11778.89453125,11898.0380859375,11408.59375,11601.47265625,23132312867,0,0,BTC
2046,2020-08-08,11604.5537109375,11800.064453125,11558.431640625,11754.0458984375,17572057837,0,0,BTC
2047,2020-08-09,11737.3251953125,11806.056640625,11548.7841796875,11675.7392578125,17489608833,0,0,BTC
2048,2020-08-10,11662.2568359375,12045.140625,11662.2568359375,11878.111328125,26114112569,0,0,BTC
2049,2020-08-11,11881.6474609375,11932.7109375,11195.708984375,11410.525390625,27039782640,0,0,BTC
2050,2020-08-12,11404.5966796875,11748.396484375,11249.60546875,11584.9345703125,25064548486,0,0,BTC
2051,2020-08-13,11588.4052734375,11796.396484375,11216.8720703125,11784.1376953125,27522199497,0,0,BTC
2052,2020-08-14,11772.6591796875,12150.994140625,11685.455078125,11768.87109375,24237958589,0,0,BTC
2053,2020-08-15,11768.697265625,11963.203125,11768.697265625,11865.6982421875,23354924400,0,0,BTC
2054,2020-08-16,11866.685546875,11934.9013671875,11737.1884765625,11892.8037109375,20583375490,0,0,BTC
2055,2020-08-17,11895.658203125,12359.056640625,11806.6962890625,12254.40234375,28227687027,0,0,BTC
2056,2020-08-18,12251.8955078125,12335.70703125,11954.525390625,11991.2333984375,26043227672,0,0,BTC
2057,2020-08-19,11990.884765625,12028.923828125,11687.3330078125,11758.283203125,24502851117,0,0,BTC
2058,2020-08-20,11761.5,11900.4111328125,11710.0634765625,11878.3720703125,20175242945,0,0,BTC
2059,2020-08-21,11878.0263671875,11899.259765625,11564.9794921875,11592.4892578125,23762425999,0,0,BTC
2060,2020-08-22,11585.4775390625,11689.4072265625,11448.8056640625,11681.8251953125,20224191306,0,0,BTC
2061,2020-08-23,11679.6962890625,11713.4296875,11559.9208984375,11664.84765625,18482062658,0,0,BTC
2062,2020-08-24,11663.689453125,11807.6318359375,11623.25,11774.595703125,20681511755,0,0,BTC
2063,2020-08-25,11773.5888671875,11778.2998046875,11189.8505859375,11366.134765625,26301509932,0,0,BTC
2064,2020-08-26,11366.89453125,11530.052734375,11296.9931640625,11488.36328125,22466660958,0,0,BTC
2065,2020-08-27,11485.6083984375,11570.7861328125,11185.94140625,11323.3974609375,23240415076,0,0,BTC
2066,2020-08-28,11325.2958984375,11545.615234375,11316.4228515625,11542.5,19807127588,0,0,BTC
2067,2020-08-29,11541.0546875,11585.640625,11466.29296875,11506.865234375,17485597759,0,0,BTC
2068,2020-08-30,11508.7138671875,11715.2646484375,11492.3818359375,11711.505859375,19760127945,0,0,BTC
2069,2020-08-31,11713.306640625,11768.876953125,11598.318359375,11680.8203125,22285928250,0,0,BTC
2070,2020-09-01,11679.31640625,12067.0810546875,11601.12890625,11970.478515625,27311555343,0,0,BTC
2071,2020-09-02,11964.8232421875,11964.8232421875,11290.7939453125,11414.0341796875,28037405299,0,0,BTC
2072,2020-09-03,11407.19140625,11443.0224609375,10182.46484375,10245.296875,31927261555,0,0,BTC
2073,2020-09-04,10230.365234375,10663.919921875,10207.9404296875,10511.8134765625,29965130374,0,0,BTC
2074,2020-09-05,10512.5302734375,10581.5712890625,9946.67578125,10169.5673828125,44916565292,0,0,BTC
2075,2020-09-06,10167.216796875,10353.927734375,10056.8857421875,10280.3515625,37071460174,0,0,BTC
2076,2020-09-07,10280.998046875,10399.1533203125,9916.4931640625,10369.5634765625,33703098409,0,0,BTC
2077,2020-09-08,10369.306640625,10414.775390625,9945.1103515625,10131.5166015625,33430927462,0,0,BTC
2078,2020-09-09,10134.1513671875,10350.54296875,10017.2509765625,10242.34765625,24128292755,0,0,BTC
2079,2020-09-10,10242.330078125,10503.912109375,10238.1357421875,10363.138671875,54406443211,0,0,BTC
2080,2020-09-11,10369.0283203125,10434.9228515625,10140.8369140625,10400.9150390625,45201121775,0,0,BTC
2081,2020-09-12,10409.861328125,10578.837890625,10292.38671875,10442.1708984375,36750077324,0,0,BTC
2082,2020-09-13,10452.3994140625,10577.21484375,10224.330078125,10323.755859375,36506852789,0,0,BTC
2083,2020-09-14,10328.734375,10800.0107421875,10266.0087890625,10680.837890625,35453581940,0,0,BTC
2084,2020-09-15,10677.7548828125,10938.6318359375,10656.4599609375,10796.951171875,32509451925,0,0,BTC
2085,2020-09-16,10797.76171875,11100.1240234375,10704.884765625,10974.9052734375,30769986455,0,0,BTC
2086,2020-09-17,10973.251953125,11037.4208984375,10774.6279296875,10948.990234375,38151810523,0,0,BTC
2087,2020-09-18,10951.8203125,11034.908203125,10829.6572265625,10944.5859375,26341903912,0,0,BTC
2088,2020-09-19,10933.7529296875,11134.0927734375,10909.6181640625,11094.3466796875,22764204008,0,0,BTC
2089,2020-09-20,11095.8701171875,11095.8701171875,10814.4775390625,10938.271484375,24699523788,0,0,BTC
2090,2020-09-21,10934.92578125,10988.3046875,10380.2607421875,10462.259765625,28884999244,0,0,BTC
2091,2020-09-22,10459.6240234375,10568.0771484375,10382.7265625,10538.4599609375,23621787804,0,0,BTC
2092,2020-09-23,10535.4921875,10537.828125,10197.865234375,10246.1865234375,23788661867,0,0,BTC
2093,2020-09-24,10248.7861328125,10771.056640625,10231.490234375,10760.06640625,47144380902,0,0,BTC
2094,2020-09-25,10761.109375,10777.6962890625,10578.9140625,10692.716796875,39348590957,0,0,BTC
2095,2020-09-26,10695.5751953125,10772.9990234375,10667.28125,10750.7236328125,46852525493,0,0,BTC
2096,2020-09-27,10746.892578125,10803.9765625,10622.921875,10775.26953125,53745972818,0,0,BTC
2097,2020-09-28,10776.61328125,10945.34765625,10703.8935546875,10709.65234375,47762394731,0,0,BTC
2098,2020-09-29,10709.650390625,10860.0009765625,10649.4951171875,10844.640625,46582396602,0,0,BTC
2099,2020-09-30,10843.87109375,10847.2568359375,10669.3212890625,10784.4912109375,44171073700,0,0,BTC
2100,2020-10-01,10795.2548828125,10933.6240234375,10472.3564453125,10619.4521484375,40023134100,0,0,BTC
2101,2020-10-02,10619.8212890625,10657.837890625,10416.689453125,10575.974609375,48661453918,0,0,BTC
2102,2020-10-03,10575.1005859375,10598.9404296875,10511.1298828125,10549.3291015625,44660271563,0,0,BTC
2103,2020-10-04,10550.4404296875,10686.0,10534.3916015625,10669.5830078125,71251776995,0,0,BTC
2104,2020-10-05,10676.529296875,10793.5078125,10634.6005859375,10793.33984375,47537578009,0,0,BTC
2105,2020-10-06,10796.306640625,10797.578125,10528.890625,10604.40625,42623695307,0,0,BTC
2106,2020-10-07,10603.35546875,10680.5078125,10562.5068359375,10668.96875,37799458436,0,0,BTC
2107,2020-10-08,10669.37109375,10945.7373046875,10562.6064453125,10915.685546875,63314794397,0,0,BTC
2108,2020-10-09,10927.9130859375,11102.671875,10846.8505859375,11064.4580078125,22799117613,0,0,BTC
2109,2020-10-10,11059.142578125,11442.2109375,11056.9404296875,11296.361328125,22877978588,0,0,BTC
2110,2020-10-11,11296.08203125,11428.8134765625,11288.6279296875,11384.181640625,19968627060,0,0,BTC
2111,2020-10-12,11392.6357421875,11698.4677734375,11240.6865234375,11555.36328125,26163972642,0,0,BTC
2112,2020-10-13,11548.7197265625,11548.984375,11321.224609375,11425.8994140625,24241420251,0,0,BTC
2113,2020-10-14,11429.0478515625,11539.9775390625,11307.8310546875,11429.5068359375,24103426719,0,0,BTC
2114,2020-10-15,11426.6025390625,11569.9140625,11303.603515625,11495.349609375,24487233058,0,0,BTC
2115,2020-10-16,11502.828125,11540.0615234375,11223.0126953125,11322.123046875,25635480772,0,0,BTC
2116,2020-10-17,11322.123046875,11386.26171875,11285.345703125,11358.1015625,19130430174,0,0,BTC
2117,2020-10-18,11355.982421875,11483.359375,11347.578125,11483.359375,18283314340,0,0,BTC
2118,2020-10-19,11495.0380859375,11799.0927734375,11408.2900390625,11742.037109375,23860769928,0,0,BTC
2119,2020-10-20,11745.974609375,11999.91796875,11681.48046875,11916.3349609375,30915821592,0,0,BTC
2120,2020-10-21,11913.0771484375,13184.56640625,11900.9287109375,12823.689453125,43414712626,0,0,BTC
2121,2020-10-22,12801.6357421875,13161.59375,12717.09375,12965.8916015625,34729759598,0,0,BTC
2122,2020-10-23,12971.548828125,13015.9619140625,12752.6474609375,12931.5390625,28974975003,0,0,BTC
2123,2020-10-24,12931.57421875,13145.06640625,12885.7470703125,13108.0625,24542317940,0,0,BTC
2124,2020-10-25,13108.0634765625,13329.18359375,12910.0615234375,13031.173828125,24406920575,0,0,BTC
2125,2020-10-26,13031.201171875,13225.2978515625,12822.3828125,13075.248046875,29461458313,0,0,BTC
2126,2020-10-27,13075.2421875,13759.6689453125,13060.837890625,13654.21875,33749878156,0,0,BTC
2127,2020-10-28,13654.21484375,13837.6953125,12932.2509765625,13271.28515625,35867318895,0,0,BTC
2128,2020-10-29,13271.298828125,13612.0478515625,12980.0595703125,13437.8828125,56499499598,0,0,BTC
2129,2020-10-30,13437.8740234375,13651.5166015625,13136.1982421875,13546.5224609375,30581485201,0,0,BTC
2130,2020-10-31,13546.5322265625,14028.2138671875,13457.5302734375,13780.9951171875,30306464719,0,0,BTC
2131,2020-11-01,13780.9951171875,13862.033203125,13628.3779296875,13737.109375,24453857900,0,0,BTC
2132,2020-11-02,13737.0322265625,13808.3232421875,13243.16015625,13550.4892578125,30771455468,0,0,BTC
2133,2020-11-03,13550.451171875,13984.9814453125,13325.44140625,13950.30078125,29869951617,0,0,BTC
2134,2020-11-04,13950.48828125,14218.7666015625,13580.4716796875,14133.70703125,35116364962,0,0,BTC
2135,2020-11-05,14133.7333984375,15706.404296875,14102.0888671875,15579.8486328125,40856321439,0,0,BTC
2136,2020-11-06,15579.7294921875,15903.4375,15226.83984375,15565.880859375,39837841971,0,0,BTC
2137,2020-11-07,15565.880859375,15737.095703125,14423.203125,14833.75390625,35024953706,0,0,BTC
2138,2020-11-08,14833.75390625,15637.3203125,14744.1103515625,15479.5673828125,26632075029,0,0,BTC
2139,2020-11-09,15479.595703125,15785.13671875,14865.529296875,15332.3154296875,34149115566,0,0,BTC
2140,2020-11-10,15332.3505859375,15450.3291015625,15124.9599609375,15290.90234375,25574938143,0,0,BTC
2141,2020-11-11,15290.9091796875,15916.2607421875,15290.0068359375,15701.33984375,29772374934,0,0,BTC
2142,2020-11-12,15701.298828125,16305.00390625,15534.771484375,16276.34375,34175758344,0,0,BTC
2143,2020-11-13,16276.4404296875,16463.177734375,15992.15234375,16317.80859375,31599492172,0,0,BTC
2144,2020-11-14,16317.80859375,16317.80859375,15749.193359375,16068.138671875,27481710135,0,0,BTC
2145,2020-11-15,16068.1396484375,16123.1103515625,15793.5341796875,15955.587890625,23653867583,0,0,BTC
2146,2020-11-16,15955.5771484375,16816.181640625,15880.7060546875,16716.111328125,31526766675,0,0,BTC
2147,2020-11-17,16685.69140625,17782.919921875,16564.544921875,17645.40625,39006849170,0,0,BTC
2148,2020-11-18,17645.19140625,18393.94921875,17352.90625,17804.005859375,49064800278,0,0,BTC
2149,2020-11-19,17803.861328125,18119.546875,17382.5546875,17817.08984375,36985055355,0,0,BTC
2150,2020-11-20,17817.083984375,18773.2265625,17765.794921875,18621.314453125,36992873940,0,0,BTC
2151,2020-11-21,18621.31640625,18936.62109375,18444.359375,18642.232421875,39650210707,0,0,BTC
2152,2020-11-22,18642.232421875,18688.96875,17671.384765625,18370.001953125,41280434226,0,0,BTC
2153,2020-11-23,18370.017578125,18711.42578125,18000.796875,18364.12109375,42741112308,0,0,BTC
2154,2020-11-24,18365.015625,19348.271484375,18128.65625,19107.46484375,51469565009,0,0,BTC
2155,2020-11-25,19104.41015625,19390.96484375,18581.146484375,18732.12109375,43710357371,0,0,BTC
2156,2020-11-26,18729.83984375,18866.28515625,16351.03515625,17150.623046875,61396835737,0,0,BTC
2157,2020-11-27,17153.9140625,17445.0234375,16526.423828125,17108.40234375,38886494645,0,0,BTC
2158,2020-11-28,17112.93359375,17853.939453125,16910.65234375,17717.4140625,32601040734,0,0,BTC
2159,2020-11-29,17719.634765625,18283.62890625,17559.1171875,18177.484375,31133957704,0,0,BTC
2160,2020-11-30,18178.322265625,19749.263671875,18178.322265625,19625.8359375,47728480399,0,0,BTC
2161,2020-12-01,19633.76953125,19845.974609375,18321.921875,18802.998046875,49633658712,0,0,BTC
